"names","avgs","df","sd","idf"
"dogfight",60.7777777777778,9,24.4562240022653,12.2114827583407
"dykstra",100,1,1,15.381407759783
"stear",100,2,1,14.381407759783
"luca",63.6595744680851,47,23.464732355739,9.82681890810537
"climact",61.9178082191781,73,19.5035682930028,9.19158320090299
"resist",67.2028985507246,69,18.5479005868013,9.27288330300484
"anteced",66,7,29.6414617876486,12.5740528377254
"gorgeous",73.8036809815951,163,20.0716190459384,8.03267960555193
"styliz",62.4102564102564,39,21.3142650795444,10.0960055409208
"underwat",73.5454545454545,11,18.107680359205,11.9219761411457
"thunderbal",100,1,1,15.381407759783
"project",55.9826589595376,173,23.2176009182641,7.94677953214628
"won",71.3333333333333,36,23.8448181057699,10.2114827583407
"oscar",74.0782608695652,115,23.2249850812363,8.53591770883863
"child",62.25,148,23.8481753242192,8.17195439415406
"advanc",54.2549019607843,51,27.2029335283322,9.70898241781151
"celebratori",88.3333333333333,3,13.5830573921179,13.7964452590618
"review",68.0512820512821,78,31.140750960533,9.09600554092076
"georg",63.5245901639344,122,22.9070965198453,8.45067042222012
"legendari",68.15,20,27.2924343730884,11.0594796648956
"20yearold",69,4,30.6872587709498,13.381407759783
"craftsmen",91.6666666666667,3,15.4337567297406,13.7964452590618
"manag",62.5849889624724,453,22.3112198795447,6.55804051973677
"fashion",67.0634920634921,126,21.1854387246831,8.40412783628309
"materi",61.4950099800399,501,20.3098543508205,6.4127409665878
"honor",66.4747474747475,99,25.2450682695422,8.7520511397034
"sourc",63.378640776699,103,21.7931533343401,8.69490723259979
"uniqu",73.0083333333333,120,21.4657926664908,8.47451716417449
"hack",55.9375,16,28.6754253204294,11.381407759783
"rip",53.3768115942029,69,25.072257310803,9.27288330300484
"synthes",71,6,21.6494551986245,12.7964452590618
"pay",59.5605095541401,157,25.4486215802566,8.08678701089138
"homag",61.8072289156626,83,22.1259047035747,9.00636832843608
"biggest",57.2358490566038,106,24.1189684589423,8.65348730521981
"serial",58.0535714285714,56,25.5870769033114,9.5740528377254
"succeed",66.4952830188679,212,21.1107119699547,7.65348730521981
"updat",60.7594936708861,79,23.8934069502909,9.0776270116059
"flash",60.64,100,19.6977663009907,8.73755157000828
"gordon",61.45,20,23.1156648459626,11.0594796648956
"halfjokey",100,1,1,15.381407759783
"halfearnest",100,1,1,15.381407759783
"mood",68.5681818181818,176,19.5511157643926,7.92197614114571
"brought",69.6082474226804,97,23.2455785405732,8.78149491759588
"attract",58.1764705882353,170,20.8492403506817,7.9720168236453
"studioera",90,1,1,15.381407759783
"moviemak",68.5471698113208,53,26.4970330383571,9.65348730521981
"breathless",75.2444444444444,45,20.9079193419416,9.88955466345333
"antholog",60.4,15,21.0420985499452,11.4745171641745
"young",63.9338677354709,499,20.8643399911418,6.41851175444575
"filmgoer",76.6,10,21.0344148349229,12.0594796648956
"doorway",82.5,2,11.6066017177982,14.381407759783
"condit",76.0476190476191,21,24.2367729912658,10.9890903370042
"enjoy",64.9576023391813,684,18.362206750081,5.96355524489711
"buck",58.4375,32,23.2796558437542,10.381407759783
"rogersstyl",88,1,1,15.381407759783
"sizabl",51,6,26.4243977313131,12.7964452590618
"routin",56.2571428571429,105,19.9893839630648,8.66716224211688
"stanley",69.3809523809524,21,22.0130345035556,10.9890903370042
"kubrick",77.5454545454545,44,24.5208512595661,9.92197614114571
"let",63.8150537634409,465,22.6609898156193,6.52032085378761
"extra",62.4489795918367,49,15.7620871724521,9.7666979156678
"four",58.6325301204819,166,24.0023166603173,8.00636832843608
"shall",60,7,22.6024689946929,12.5740528377254
"found",61.2615384615385,195,22.7255208304173,7.7740774460334
"distract",55.1276595744681,94,18.8531850370987,8.82681890810537
"treat",67.7161290322581,155,20.6064377310801,8.10528335450877
"proper",62.7368421052632,38,21.5000780625097,10.1334802463394
"solemn",55.875,40,22.8152939765214,10.0594796648956
"avoid",60.4153846153846,130,23.1250093909268,8.35903994675455
"condescens",58.5833333333333,12,25.4668916676963,11.7964452590618
"lucass",70,4,30.4392028877595,13.381407759783
"particular",61.4789156626506,332,20.0441411572123,7.00636832843608
"tacki",51.16,25,24.1474980649457,10.7375515700083
"old",60.3094736842105,475,22.6880213184548,6.4896240565647
"strip",60.6753246753247,77,21.3188022585522,9.11462121908811
"blend",71.3193717277487,191,20.7819053848669,7.80397893174726
"oldmovi",75,2,1,14.381407759783
"newag",63.6,5,19.5013513019995,13.0594796648956
"philosophi",63.9615384615385,26,22.8823778766948,10.6809680416419
"videogam",49.6153846153846,26,25.3065043526656,10.6809680416419
"small",66.9786476868327,281,22.1369574684215,7.24698143956208
"amount",59.8031496062992,127,20.2741455949141,8.39272307301084
"ad",59.1666666666667,114,20.2881809226229,8.54851774561826
"20thanniversari",75,1,1,15.381407759783
"reissu",77.6666666666667,3,5.61880215351701,13.7964452590618
"slalom",83.25,4,14.5,13.381407759783
"wormhol",62.5,2,54.0330085889911,14.381407759783
"vast",68.2833333333333,60,24.0254771692153,9.47451716417449
"sciencegeek",100,1,1,15.381407759783
"fever",58.2325581395349,43,25.2495333379765,9.95514300508091
"bold",74.6607142857143,112,21.7549206458789,8.5740528377254
"surreal",65.5797101449275,69,21.100779760337,9.27288330300484
"dreamlik",77.5909090909091,22,20.2147242422479,10.9219761411457
"alway",65.6328502415459,414,18.772860205808,6.68792080228368
"dead",54.6974063400576,347,23.8602962260445,6.94261590720475
"interstellar",62.4,10,25.7978493691153,12.0594796648956
"brazen",66.8666666666667,30,23.1168266934591,10.4745171641745
"pure",70.6450216450216,231,21.7610517215888,7.52965871836695
"frame",67.171974522293,157,21.2899426721805,8.08678701089138
"dramat",63.5163204747775,337,21.1450218532624,6.98480297860115
"choic",62.984496124031,129,22.9651657802061,8.37018050435975
"braini",75.8947368421053,19,23.839767309678,11.1334802463394
"invalid",83,1,1,15.381407759783
"mindless",56.890243902439,82,21.6188252096524,9.02385575516492
"shortcom",61.1612903225806,31,16.5544136805679,10.4272114493961
"univers",70.4012738853503,157,21.1197886619793,8.08678701089138
"playground",71.3333333333333,9,22.435951110226,12.2114827583407
"profound",73.16,100,21.9461647606863,8.73755157000828
"arrest",62.6851851851852,54,19.5267008478218,9.62652025761954
"encourag",58.7142857142857,21,26.9771877945686,10.9890903370042
"to",52.8571428571429,21,23.9875742832638,10.9890903370042
"think",61.6153846153846,637,24.4303722027161,6.06625819752671
"huge",70.3582089552239,134,21.2578873472916,8.31531856932523
"architectur",64.5384615384615,13,22.3292263674963,11.6809680416419
"brave",73.015625,64,22.4738616953521,9.38140775978301
"fictiti",77.5,2,4.53553390593274,14.381407759783
"agonis",80,1,1,15.381407759783
"mesmeris",73.3333333333333,3,12.5470053837925,13.7964452590618
"test",58.4057971014493,69,22.7298377410496,9.27288330300484
"flight",71.9433962264151,53,20.9204331648336,9.65348730521981
"fanci",68.75,68,20.3401407641237,9.29394491853267
"onform",80,1,1,15.381407759783
"mcconaughey",69.7714285714286,35,14.6900258116152,10.252124742838
"specul",71.1379310344828,29,20.3478019016023,10.5234267646554
"cosmos",74.2,5,8.98122797569397,13.0594796648956
"toorar",63.3333333333333,3,6.77350269189626,13.7964452590618
"humour",66.2051282051282,39,21.8909190636802,10.0960055409208
"awe",68.4516129032258,31,23.4437648500683,10.4272114493961
"submiss",49.5,14,21.2323047092059,11.5740528377254
"conced",65.2,5,18.3407035612746,13.0594796648956
"insignific",56.8571428571429,7,15.9602648308619,12.5740528377254
"face",62.834375,320,22.293458005691,7.05947966489564
"grandscal",73,5,8.58287544405155,13.0594796648956
"eas",71.2439024390244,41,16.3554232891915,10.0238557551649
"forgot",38.3,10,18.7954426125842,12.0594796648956
"cowrot",59.8181818181818,22,22.3488850241621,10.9219761411457
"brother",62.8428571428571,210,20.6614667330372,7.66716224211688
"jonathan",61.0243902439024,41,23.0754250297452,10.0238557551649
"unafraid",74,9,19.8878267675241,12.2114827583407
"bigbudget",62.6341463414634,41,24.8408851529898,10.0238557551649
"tell",64.4642857142857,308,22.7020546575917,7.11462121908811
"pain",55.9421487603306,242,27.4961588136506,7.46254452250841
"sacrific",64.2857142857143,35,20.1073922075931,10.252124742838
"thud",39.4117647058824,34,21.6399401676647,10.2939449185327
"prosaic",64.0666666666667,15,14.1771808532059,11.4745171641745
"promis",57.0864661654135,266,20.9106505374229,7.32612532428182
"outerspac",56.75,4,45.6719524235659,13.381407759783
"majesti",65.6666666666667,12,21.9212086098526,11.7964452590618
"deepthought",25,1,1,15.381407759783
"topic",66.32,50,19.1146462334561,9.73755157000828
"modern",71.6137566137566,189,21.5318647307892,7.81916533556193
"variat",57.280701754386,57,20.1775113702454,9.54851774561826
"odyssey",76.4193548387097,31,19.4748012051522,10.4272114493961
"instead",56.4708737864078,412,22.8423153726998,6.69490723259979
"confus",56.0778443113772,167,25.4734904556757,7.99770346730895
"spacetravel",25,1,1,15.381407759783
"footag",61.05,40,25.3636446265164,10.0594796648956
"drone",49.8333333333333,12,28.5543539979152,11.7964452590618
"familiar",64.771676300578,346,18.599651052844,6.94677953214628
"beat",66.0873015873016,126,22.455822460589,8.40412783628309
"grisli",51.8125,48,24.4317989520152,9.79644525906185
"intrigu",62.2113821138211,246,19.4708273164857,7.43889325444377
"appal",47.96875,32,34.1307131409181,10.381407759783
"savvi",70.8055555555556,36,20.112926731769,10.2114827583407
"nasti",57.6382978723404,141,23.9082881432353,8.24185640738421
"grossli",46.8,5,29.4200633356085,13.0594796648956
"unsettl",70.2235294117647,85,18.6819631468989,8.9720168236453
"sight",61.7835820895522,134,22.3306803434458,8.31531856932523
"inde",66.5,114,23.0033183338131,8.54851774561826
"homicid",58.9230769230769,13,21.4183803571747,11.6809680416419
"tantal",68.5925925925926,27,18.5088093415402,10.6265202576195
"morbid",48.5238095238095,21,24.6761885607018,10.9890903370042
"uneas",72.1428571428571,14,20.2627865340128,11.5740528377254
"seven",61.7647058823529,51,19.7942419217101,9.70898241781151
"gloss",59.8285714285714,35,18.0957265287621,10.252124742838
"weak",57.6050955414013,157,19.5523369050438,8.08678701089138
"cheap",51.5705128205128,156,22.6863602679381,8.09600554092076
"lack",54.3422619047619,672,19.3503444443121,5.98909033700425
"clever",66,459,20.3759631398868,6.5390574163692
"usual",61.6851851851852,270,21.3250756859216,7.30459216273218
"suspect",65.6376811594203,69,20.7907962971002,9.27288330300484
"strong",66.4682080924856,346,18.0654452367228,6.94677953214628
"notic",61.3373493975904,83,20.6172380072978,9.00636832843608
"gone",58.4225352112676,213,23.0697833887287,7.64669813955717
"hard",58.9471094710947,813,21.7282655388799,5.71429621770798
"pleasur",68.6198979591837,392,19.433842778443,6.7666979156678
