"names","avgs","df","sd","idf"
"halfdrown",58,2,1,14.381407759783
"styleth",40,1,1,15.381407759783
"orangeandblu",40,1,1,15.381407759783
"focusha",40,1,1,15.381407759783
"cundey",30,2,1,14.381407759783
"rosenth",33.3333333333333,3,6.77350269189626,13.7964452590618
"bloodbatheri",30,1,1,15.381407759783
"movieth",30,1,1,15.381407759783
"pumpkin",21,3,20.313207915828,13.7964452590618
"unneed",88,1,1,15.381407759783
"tautou",56.5,2,10.1923881554251,14.381407759783
"bishop",54.5,4,18.9164728671689,13.381407759783
"slouch",43.25,4,25.5136016665578,13.381407759783
"baguett",50,1,1,15.381407759783
"maw",50,1,1,15.381407759783
"dullwit",25,1,1,15.381407759783
"deepdi",20,1,1,15.381407759783
"cheapneasi",70,1,1,15.381407759783
"notsowis",70,1,1,15.381407759783
"nogood",70,1,1,15.381407759783
"shticki",67,1,1,15.381407759783
"topshelf",51.5,2,17.2634559672906,14.381407759783
"decadess",63,1,1,15.381407759783
"offthechart",45,2,8.07106781186548,14.381407759783
"affected",50,1,1,15.381407759783
"viagra",57.5,4,22.7944947177034,13.381407759783
"whorehous",30,1,1,15.381407759783
"lyonn",50,1,1,15.381407759783
"goodtim",71,3,7.92820323027551,13.7964452590618
"cutglass",25,1,1,15.381407759783
"boobi",25,1,1,15.381407759783
"renam",27.5,2,4.53553390593274,14.381407759783
"effi",100,1,1,15.381407759783
"grammywinn",100,1,1,15.381407759783
"knowl",53.25,4,42.339045304248,13.381407759783
"rhineston",72.6666666666667,3,21.0333056017556,13.7964452590618
"beyonc",88,1,1,15.381407759783
"deena",88,1,1,15.381407759783
"breakeven",75,1,1,15.381407759783
"showmus",75,1,1,15.381407759783
"tuscani",83,1,1,15.381407759783
"cypress",83,1,1,15.381407759783
"englishwoman",83,1,1,15.381407759783
"lorenzo",83,1,1,15.381407759783
"nero",56.5,2,38.476659402887,14.381407759783
"winick",50,1,1,15.381407759783
"tadpol",50,1,1,15.381407759783
"squishysoft",50,1,1,15.381407759783
"ninni",50,2,36.3553390593274,14.381407759783
"itali",25,2,1,14.381407759783
"12step",75,1,1,15.381407759783
"realtor",75,1,1,15.381407759783
"aa",62.5,2,18.6776695296637,14.381407759783
"farina",51,3,21.8086520466848,13.7964452590618
"oleari",75,1,1,15.381407759783
"markus",72.5,2,4.53553390593274,14.381407759783
"mcfeeli",72.5,2,4.53553390593274,14.381407759783
"hitmaninrehab",75,1,1,15.381407759783
"blank1997",75,1,1,15.381407759783
"matador2005",75,1,1,15.381407759783
"slili",75,1,1,15.381407759783
"hitmenarepeopletoo",25,1,1,15.381407759783
"damici",80,2,8.07106781186548,14.381407759783
"realismting",70,1,1,15.381407759783
"goreeograph",70,1,1,15.381407759783
"ploooooch",63,3,1,13.7964452590618
"scudder",60.5,2,29.9913780286484,14.381407759783
"nailstough",75,1,1,15.381407759783
"scotchlov",75,1,1,15.381407759783
"exlaw",75,1,1,15.381407759783
"fantas",31.6666666666667,3,36.4729944229879,13.7964452590618
"underexplain",63,1,1,15.381407759783
"uncuri",60,1,1,15.381407759783
"noirism",55,2,8.07106781186548,14.381407759783
"soakedin",60,1,1,15.381407759783
"brokenin",50,1,1,15.381407759783
"notveryinterest",40,1,1,15.381407759783
"notatallwelcom",40,1,1,15.381407759783
"collector",44.2222222222222,9,13.46773613951,12.2114827583407
"excis",73.6666666666667,3,23.9419557434264,13.7964452590618
"detritus",70,2,43.4264068711929,14.381407759783
"unnecessarilylong",50,1,1,15.381407759783
"pelican",51.6666666666667,3,11.5987420637231,13.7964452590618
"deepseat",75,2,22.2132034355964,14.381407759783
"countrifi",78,1,1,15.381407759783
"monolith",78,1,1,15.381407759783
"twohourand45minut",78,1,1,15.381407759783
"weatherbeaten",78,1,1,15.381407759783
"westh",75,1,1,15.381407759783
"touristand",75,1,1,15.381407759783
"kissa",75,1,1,15.381407759783
"localesw",75,1,1,15.381407759783
"passer",75,1,1,15.381407759783
"pituitari",70,1,1,15.381407759783
"gland",70,1,1,15.381407759783
"depardieu",55.5,4,15.1539158303748,13.381407759783
"fianc",50,1,1,15.381407759783
"plasticbag",30,1,1,15.381407759783
"jasonstathamkickseveryonesass",63,1,1,15.381407759783
"massexodus",63,1,1,15.381407759783
"bullfuel",55,1,1,15.381407759783
"frenchifi",55,1,1,15.381407759783
"hitman",48.0714285714286,14,24.4798253358537,11.5740528377254
"testosteroneheavi",31,2,27.8700576850888,14.381407759783
"junctur",56.5,2,10.1923881554251,14.381407759783
"dostoyevski",72.2,5,17.5740761431822,13.0594796648956
"workplaceashellscap",85,1,1,15.381407759783
"unshowili",75,1,1,15.381407759783
"gilliamesqu",75,1,1,15.381407759783
"kaufmanesqu",75,1,1,15.381407759783
"712",75,1,1,15.381407759783
"pliabli",63,1,1,15.381407759783
"fyodor",63,1,1,15.381407759783
"1846",63,1,1,15.381407759783
"pinterest",60,1,1,15.381407759783
"visualpsycholog",60,1,1,15.381407759783
"92minut",60,1,1,15.381407759783
"allud",44,2,9.48528137423857,14.381407759783
"overstyl",20,2,1,14.381407759783
"idyl",75,1,1,15.381407759783
"holist",75,1,1,15.381407759783
"sur",58.7142857142857,7,14.1112456275047,12.5740528377254
"rosoff",60,2,1,14.381407759783
"springi",60,1,1,15.381407759783
"subhung",50,1,1,15.381407759783
"blume",50,1,1,15.381407759783
"ashen",45,2,8.07106781186548,14.381407759783
"underpopul",45,2,8.07106781186548,14.381407759783
"frostyey",40,1,1,15.381407759783
"aleck",88,1,1,15.381407759783
"melinda",71,4,5.61880215351701,13.381407759783
"grabbiest",67,1,1,15.381407759783
"uta",90,1,1,15.381407759783
"briesewitz",90,1,1,15.381407759783
"spinetingl",80,3,1,13.7964452590618
"realityisfear",80,1,1,15.381407759783
"statesanct",88,1,1,15.381407759783
"hypercharg",80,1,1,15.381407759783
"meh",56,3,7.557438524302,13.7964452590618
"biggernam",50,1,1,15.381407759783
"linedr",68,1,1,15.381407759783
"bleacher",50,1,1,15.381407759783
"roseann",50,1,1,15.381407759783
"fluffcostn",50,1,1,15.381407759783
"badbuild",40,1,1,15.381407759783
"meetcutekissyfacebreakupreunion",75,1,1,15.381407759783
"metahaha",67,1,1,15.381407759783
"jokesonm",67,1,1,15.381407759783
"gumbal",67,1,1,15.381407759783
"amundsen",80,1,1,15.381407759783
"endofthesumm",75,1,1,15.381407759783
"movieasrid",75,1,1,15.381407759783
"alwaysenjoy",70,1,1,15.381407759783
"tickingclock",70,1,1,15.381407759783
"koepppen",70,1,1,15.381407759783
"halfentertain",65,1,1,15.381407759783
"halfexasper",65,1,1,15.381407759783
"lesssuccess",63,1,1,15.381407759783
"tunesish",63,1,1,15.381407759783
"bikemesseng",63,1,1,15.381407759783
"schumer",78.2,5,12.2338773359869,13.0594796648956
"badbehavior",80,1,1,15.381407759783
"intimacyphob",80,1,1,15.381407759783
"plainspeak",80,1,1,15.381407759783
"tightmouth",80,1,1,15.381407759783
"deadwood",50,2,36.3553390593274,14.381407759783
"heckuva",67,1,1,15.381407759783
"psychoonthelooseinparadis",63,1,1,15.381407759783
"secondact",63,1,1,15.381407759783
"trickedout",55,2,8.07106781186548,14.381407759783
"directorchoreograph",75,1,1,15.381407759783
"dewan",63,1,1,15.381407759783
"mario",63,1,1,15.381407759783
"sidora",63,1,1,15.381407759783
"duan",50,1,1,15.381407759783
"adler",50,1,1,15.381407759783
"seresin",56.5,2,10.1923881554251,14.381407759783
"longhaul",63,1,1,15.381407759783
"gator",50,1,1,15.381407759783
"bodin",50,1,1,15.381407759783
"anathema",38,1,1,15.381407759783
"hyperedit",38,1,1,15.381407759783
"childinperil",38,1,1,15.381407759783
"subzero",30,1,1,15.381407759783
"crazygood",25,1,1,15.381407759783
"feldon",83,1,1,15.381407759783
"robertson",80,3,11,13.7964452590618
"retrofuturist",70,2,15.142135623731,14.381407759783
"lindelof",80,1,1,15.381407759783
"britt",72.5,2,4.53553390593274,14.381407759783
"tomorrowland",60.6,5,8.53657747256671,13.0594796648956
"dumbbutsmart",80,1,1,15.381407759783
"anythinggo",62.4,5,17.9204018864801,13.0594796648956
"daftnessi",80,1,1,15.381407759783
"balda",50,2,36.3553390593274,14.381407759783
"farti",60,1,1,15.381407759783
"burpi",60,1,1,15.381407759783
"falli",60,1,1,15.381407759783
"bostonacc",60,1,1,15.381407759783
"anthropomorphis",60,1,1,15.381407759783
"allinclus",40,1,1,15.381407759783
"potsmokingpottymouth",38,1,1,15.381407759783
"dickcentr",38,1,1,15.381407759783
"blackheart",50,2,36.3553390593274,14.381407759783
"henk",63,1,1,15.381407759783
"palahniuk",50,1,1,15.381407759783
"dreg",31.5,2,45.5477272147525,14.381407759783
"sandbox",44,2,9.48528137423857,14.381407759783
"coraci",57.5,4,30.8607881119482,13.381407759783
"passionphob",50,2,1,14.381407759783
"dunkin",50,1,1,15.381407759783
"donut",50,1,1,15.381407759783
"endurancetest",42,1,1,15.381407759783
"glyph",67,1,1,15.381407759783
"pulley",67,1,1,15.381407759783
"jonesworthi",67,1,1,15.381407759783
"filmbut",60,1,1,15.381407759783
"dippi",51.25,4,11.3077640640442,13.381407759783
"breakin",47,4,7,13.381407759783
"unprotect",50,1,1,15.381407759783
"bastion",50,1,1,15.381407759783
"audienceparticip",50,1,1,15.381407759783
"disinform",50,1,1,15.381407759783
"roadster",88,1,1,15.381407759783
"swordfish",50,1,1,15.381407759783
"wellpublic",38,1,1,15.381407759783
"$500000",38,1,1,15.381407759783
"casanova",76.6666666666667,3,3.88675134594813,13.7964452590618
"platt",63,1,1,15.381407759783
"hatcher",63,1,1,15.381407759783
"ledgerand",60,1,1,15.381407759783
"vestment",50,1,1,15.381407759783
"fablelik",70,1,1,15.381407759783
"aja",49.7142857142857,14,20.360660237584,11.5740528377254
"straighter",54,2,23.6274169979695,14.381407759783
"sacrilegi",54.3333333333333,3,19.8767935130237,13.7964452590618
"conceptualand",50,1,1,15.381407759783
"advert",40,1,1,15.381407759783
"longshelv",40,1,1,15.381407759783
"contemporarygrimmbroth",40,1,1,15.381407759783
"homeinvas",49.7142857142857,7,33.7704861408061,12.5740528377254
"screamlik",80,1,1,15.381407759783
"crayon",70,2,15.142135623731,14.381407759783
"academia",72.3333333333333,3,5.61880215351701,13.7964452590618
"invasionhaunt",75,1,1,15.381407759783
"scriptkeep",75,1,1,15.381407759783
"dislodg",63,1,1,15.381407759783
"vinson",63,1,1,15.381407759783
"takecharg",52,3,20.0525588832576,13.7964452590618
"horrorflick",56.6666666666667,3,15.5716619962629,13.7964452590618
"sameold",40,3,1,13.7964452590618
"guff",25,1,1,15.381407759783
"madr",70,1,1,15.381407759783
"postindustri",70,1,1,15.381407759783
"pulpcrim",63,1,1,15.381407759783
"$10",54.3333333333333,3,19.8767935130237,13.7964452590618
"mortgag",58.3333333333333,3,15.4337567297406,13.7964452590618
"paycabl",50,1,1,15.381407759783
"ondemand",50,1,1,15.381407759783
"wayne",50,1,1,15.381407759783
"whiffenpoof",50,1,1,15.381407759783
"wheatley",76,8,20.5886264376624,12.381407759783
"alongand",100,1,1,15.381407759783
"kettl",100,1,1,15.381407759783
"horrorcommentari",100,1,1,15.381407759783
"sightseer",68.875,8,26.4470739266536,12.381407759783
"politess",88,1,1,15.381407759783
"grue",77.5,2,4.53553390593274,14.381407759783
"laughriot",80,1,1,15.381407759783
"weirdnessway",75,1,1,15.381407759783
"darkerthandark",63,1,1,15.381407759783
"coronet",50,1,1,15.381407759783
"happenst",48.25,4,23.3364425696364,13.381407759783
"gossam",51.5,2,17.2634559672906,14.381407759783
"disc",63,1,1,15.381407759783
"fashionconsci",50,1,1,15.381407759783
"ibm",40,1,1,15.381407759783
"aol",40,1,1,15.381407759783
"hokiest",63,1,1,15.381407759783
"largescreen",0,1,1,15.381407759783
"congress",61.8181818181818,11,19.4435255947348,11.9219761411457
"stanislaw",63,2,36.3553390593274,14.381407759783
"lem",63,3,26,13.7964452590618
"producersonc",87,1,1,15.381407759783
"dickmeetsincept",87,1,1,15.381407759783
"folman",60.4285714285714,7,12.6025448768383,12.5740528377254
"postrevolutionari",80,1,1,15.381407759783
"parley",80,1,1,15.381407759783
"trepid",40,2,57.5685424949238,14.381407759783
"touchiest",75,1,1,15.381407759783
"illexplain",67,1,1,15.381407759783
"springboard",54.3333333333333,3,27.1023626006025,13.7964452590618
"halfanim",60,1,1,15.381407759783
"offbut",60,1,1,15.381407759783
"flybynight",50,1,1,15.381407759783
"budgetari",43.3333333333333,3,12.5470053837925,13.7964452590618
"bowdler",67,1,1,15.381407759783
"goliathcourtroom",60,1,1,15.381407759783
"undramat",58,1,1,15.381407759783
"eyeglaz",50,1,1,15.381407759783
"threeway",62.2,5,18.5982953719956,13.0594796648956
"trickyborderingongimmicki",75,1,1,15.381407759783
"onetwisttoomani",60,1,1,15.381407759783
"quadrupl",58,3,17.0934769394311,13.7964452590618
"factoryassembl",80,1,1,15.381407759783
"chummi",73.5,2,10.1923881554251,14.381407759783
"babyboom",51.25,4,23.5,13.381407759783
"apparit",48.25,4,29.0282595487721,13.381407759783
"jumbo",47.8,5,11.4019228991567,13.0594796648956
"formfit",56.5,2,10.1923881554251,14.381407759783
"raveup",50,1,1,15.381407759783
"goodnatured",50,1,1,15.381407759783
"dede",72.5,2,4.53553390593274,14.381407759783
"roo",55.8333333333333,6,19.819316317727,12.7964452590618
"blab",75,1,1,15.381407759783
"itchi",62.6666666666667,3,13.5033328890074,13.7964452590618
"sweetart",50,1,1,15.381407759783
"righton",72,3,20.0525588832576,13.7964452590618
"coyli",52.5,2,15.8492424049175,14.381407759783
"arentwedysfunct",42,1,1,15.381407759783
"familydisast",42,1,1,15.381407759783
"giver",54.5384615384615,13,13.238023973225,11.6809680416419
"nowfamiliar",75,1,1,15.381407759783
"skarsgard",81.5,2,10.1923881554251,14.381407759783
"rosebud",67,1,1,15.381407759783
"monitor",58.5,4,18.9164728671689,13.381407759783
"photocopi",63,1,1,15.381407759783
"antitotalitarian",50,2,1,14.381407759783
"lowri",44,2,9.48528137423857,14.381407759783
"thwait",50,1,1,15.381407759783
"backwat",91,1,1,15.381407759783
"mcgin",69,2,27.8700576850888,14.381407759783
"bosss",70,1,1,15.381407759783
"graph",44.3333333333333,3,23.0529665426975,13.7964452590618
"apeman",50,1,1,15.381407759783
"socioenvironment",50,1,1,15.381407759783
"madmen",38,1,1,15.381407759783
"overemot",38,1,1,15.381407759783
"missus",25,1,1,15.381407759783
"noisom",25,1,1,15.381407759783
"detector",50,1,1,15.381407759783
"twinbroth",40,1,1,15.381407759783
"mixup",40,2,1,14.381407759783
"genredefi",57.5,2,25.7487373415292,14.381407759783
"smartsth",40,1,1,15.381407759783
"onscreensupport",40,1,1,15.381407759783
"wackytobacci",40,1,1,15.381407759783
"allusionleav",40,1,1,15.381407759783
"oncamera",60,1,1,15.381407759783
"underway",58.6666666666667,3,8.50555349946513,13.7964452590618
"ordnanc",50,1,1,15.381407759783
"ventriloqu",38,1,1,15.381407759783
"wwe",17.5,4,24.629078131263,13.381407759783
"nearanonym",75,1,1,15.381407759783
"everyslack",75,1,1,15.381407759783
"monica",62.75,4,11.2102889283311,13.381407759783
"fauxcruis",67,1,1,15.381407759783
"gunpowd",63,1,1,15.381407759783
"coagul",37.5,2,18.6776695296637,14.381407759783
"putti",50,1,1,15.381407759783
"movietyp",56.5,2,10.1923881554251,14.381407759783
"thrillercumcomedi",50,1,1,15.381407759783
"fireproof",46.6666666666667,3,6.77350269189626,13.7964452590618
"religul",50,1,1,15.381407759783
"indoctrin",42,3,7.92820323027551,13.7964452590618
"soulfish",20,1,1,15.381407759783
"heand",0,1,1,15.381407759783
"movieh",0,1,1,15.381407759783
"qs",75,1,1,15.381407759783
"genreshift",60,1,1,15.381407759783
"wolff",60,1,1,15.381407759783
"cara",60,1,1,15.381407759783
"delevingn",60,1,1,15.381407759783
"storyland",60,1,1,15.381407759783
"whatilearn",50,1,1,15.381407759783
"margo",25,1,1,15.381407759783
"plotheavi",61.6666666666667,3,13.5830573921179,13.7964452590618
"characteretch",60,1,1,15.381407759783
"isabell",56.6666666666667,3,26.1661147842358,13.7964452590618
"huppert",60,1,1,15.381407759783
"europeanstyl",60,1,1,15.381407759783
"jh",55,1,1,15.381407759783
"wyman",55,1,1,15.381407759783
"suicidemiss",55,1,1,15.381407759783
"clatter",44,2,9.48528137423857,14.381407759783
"arden",38,1,1,15.381407759783
"oplev",38,1,1,15.381407759783
"clunker",36.25,8,20.9553072067128,12.381407759783
"foreignlanguag",70,1,1,15.381407759783
"danner",41.5,2,31.4055915910215,14.381407759783
"jenna",62.6,5,13.5019998400256,13.0594796648956
"mascarasmear",75,1,1,15.381407759783
"intergener",69.3333333333333,3,18.2143351115671,13.7964452590618
"firstnam",67,1,1,15.381407759783
"brisket",67,1,1,15.381407759783
"workahol",46,2,30.698484809835,14.381407759783
"sexahol",67,1,1,15.381407759783
"roadrunn",50,2,1,14.381407759783
"forego",88,1,1,15.381407759783
"romanceadventur",88,1,1,15.381407759783
"romanticemot",80,1,1,15.381407759783
"mononok",80,1,1,15.381407759783
"allpenguin",80,1,1,15.381407759783
"broadwayworthi",75,1,1,15.381407759783
"speer",63,1,1,15.381407759783
"gentrifi",63,1,1,15.381407759783
"sevani",61.5,2,3.12132034355964,14.381407759783
"moos",67.5,2,11.6066017177982,14.381407759783
"bidder",50,1,1,15.381407759783
"clichd",50,1,1,15.381407759783
"abercrombi",51.5,2,17.2634559672906,14.381407759783
"guzman",39.25,4,27.5,13.381407759783
"mccormick",42.5,4,18.0782512765993,13.381407759783
"flashmob",40,1,1,15.381407759783
"autofict",100,1,1,15.381407759783
"airdrop",100,1,1,15.381407759783
"highvoltag",70.5,2,29.9913780286484,14.381407759783
"1941",54.3333333333333,3,32.7227573412737,13.7964452590618
"tonto",49.4,5,17.4863579968409,13.0594796648956
"hiyo",54,2,13.7279220613579,14.381407759783
"digitallyassist",50,1,1,15.381407759783
"pricey",58.25,4,10.9456858318905,13.381407759783
"itthi",50,2,1,14.381407759783
"caribbeansc",50,1,1,15.381407759783
"enougha",40,1,1,15.381407759783
"canyoutopthi",40,1,1,15.381407759783
"ephemera",56.6666666666667,3,21.8166599946613,13.7964452590618
"exhaustingthi",40,1,1,15.381407759783
"smartlook",20,1,1,15.381407759783
"stinker",29.6363636363636,11,15.4102236434604,11.9219761411457
"brattish",60,1,1,15.381407759783
"zoneth",50,1,1,15.381407759783
"omnibus",54.3333333333333,3,19.8767935130237,13.7964452590618
"sutton",30,1,1,15.381407759783
"49",59.8,5,19.5526278462109,13.0594796648956
"partofthejob",75,1,1,15.381407759783
"willowi",75,1,1,15.381407759783
"boggi",67,1,1,15.381407759783
"unattain",61.5,2,3.12132034355964,14.381407759783
"wombat",38,1,1,15.381407759783
"fictionbas",75,1,1,15.381407759783
"scififantasi",63,1,1,15.381407759783
"thighslapp",90,1,1,15.381407759783
"illiteraci",45,2,36.3553390593274,14.381407759783
"lotion",25,1,1,15.381407759783
"piqu",35,2,22.2132034355964,14.381407759783
"unspirit",12,1,1,15.381407759783
"trench",57.5,2,25.7487373415292,14.381407759783
"riderless",63,1,1,15.381407759783
"lindh",58,1,1,15.381407759783
"surprisetwist",63,1,1,15.381407759783
"travoltajackson",50,1,1,15.381407759783
"vanderbilt",39,2,2.41421356237309,14.381407759783
"rollerbal",38,1,1,15.381407759783
"outsmart",42.5,2,46.9619407771256,14.381407759783
"olympus",43,7,24.3452350598575,12.5740528377254
"koreanamerican",75,1,1,15.381407759783
"yune",75,1,1,15.381407759783
"unchivalr",75,1,1,15.381407759783
"pageboy",75,2,1,14.381407759783
"hacki",75,1,1,15.381407759783
"hardonthepotomac",63,1,1,15.381407759783
"nationalist",40,2,29.2842712474619,14.381407759783
"rockrib",60,1,1,15.381407759783
"countdowntoarmageddon",50,1,1,15.381407759783
"standardthat",50,1,1,15.381407759783
"gnash",50,2,1,14.381407759783
"filmlik",80,1,1,15.381407759783
"fannytast",80,1,1,15.381407759783
"poofleck",80,1,1,15.381407759783
"pisssoak",80,1,1,15.381407759783
"6004",80,1,1,15.381407759783
"prat",60,1,1,15.381407759783
"roughhous",40,1,1,15.381407759783
"slut",34,3,32.4324672910034,13.7964452590618
"ballbust",20,1,1,15.381407759783
"harridan",20,1,1,15.381407759783
"sparksstyl",60,1,1,15.381407759783
"boymeetsgirl",45,2,22.2132034355964,14.381407759783
"überspark",60,1,1,15.381407759783
"girlyswooni",50,1,1,15.381407759783
"glowi",50,1,1,15.381407759783
"vat",50,2,1,14.381407759783
"simpleminded",30,1,1,15.381407759783
"miley",50.1666666666667,6,22.037268517245,12.7964452590618
"unhatch",25,1,1,15.381407759783
"turtl",35.4117647058824,17,17.8747549001808,11.2939449185327
"julius",55,2,8.07106781186548,14.381407759783
"messili",60,1,1,15.381407759783
"tussl",65,2,8.07106781186548,14.381407759783
"kingdomstyl",50,1,1,15.381407759783
"wonki",45,2,8.07106781186548,14.381407759783
"coastalindustri",50,2,1,14.381407759783
"dealer",44.7142857142857,7,15.2795224676724,12.5740528377254
"whambam",69,2,27.8700576850888,14.381407759783
"ejaculatori",88,1,1,15.381407759783
"ravel",49,2,56.1543289325507,14.381407759783
"bolero",88,1,1,15.381407759783
"warhead",88,1,1,15.381407759783
"timpani",88,1,1,15.381407759783
"effectsdepend",88,1,1,15.381407759783
"yelp",60,3,18.3205080756888,13.7964452590618
"monsteronmonst",70,1,1,15.381407759783
"bitplay",65,1,1,15.381407759783
"nolanis",50,2,15.142135623731,14.381407759783
"imaxifi",60,1,1,15.381407759783
"skyscrapers",60,1,1,15.381407759783
"amiss",42.5,2,25.7487373415292,14.381407759783
"gareth",47.5,2,11.6066017177982,14.381407759783
"borenstein",55,1,1,15.381407759783
"callaham",55,1,1,15.381407759783
"godzillafre",55,1,1,15.381407759783
"fritter",50,2,1,14.381407759783
"homosapien",40,1,1,15.381407759783
"searcher",70,4,8.07106781186548,13.381407759783
"shaman",75,1,1,15.381407759783
"unneccessarili",75,1,1,15.381407759783
"thrillerting",60,1,1,15.381407759783
"wideopen",60,1,1,15.381407759783
"gulch",60,1,1,15.381407759783
"trinket",58,1,1,15.381407759783
"bongfuel",75,1,1,15.381407759783
"greer",71,3,7.92820323027551,13.7964452590618
"characterdefin",65,2,8.07106781186548,14.381407759783
"sticktoit",65,1,1,15.381407759783
"groovycut",65,1,1,15.381407759783
"ivi",63,1,1,15.381407759783
"moviea",63,1,1,15.381407759783
"clinker",50,1,1,15.381407759783
"caricatureswith",88,1,1,15.381407759783
"eastwick",68,9,21.9463600656534,12.2114827583407
"exclamatori",50,1,1,15.381407759783
"succul",44,2,9.48528137423857,14.381407759783
"stomachturn",44,4,7.92820323027551,13.381407759783
"poltergeistscal",50,1,1,15.381407759783
"updik",38,1,1,15.381407759783
"wilddriv",38,1,1,15.381407759783
"slaphappi",52.6666666666667,6,15.1090987191481,12.7964452590618
"truthintitl",56.5,2,27.1629509039023,14.381407759783
"shire",75,1,1,15.381407759783
"affront",27.5,8,18.67968971932,12.381407759783
"protofeminist",71,2,6.65685424949238,14.381407759783
"pasti",62.5,2,18.6776695296637,14.381407759783
"exclaim",50,2,36.3553390593274,14.381407759783
"millionth",75,1,1,15.381407759783
"1899",67,1,1,15.381407759783
"seer",50,1,1,15.381407759783
"neargray",38,1,1,15.381407759783
"vinni",67,3,26.9422435421457,13.7964452590618
"skolnick",63,1,1,15.381407759783
"goalkick",50,1,1,15.381407759783
"groupi",75,1,1,15.381407759783
"hohumish",50,1,1,15.381407759783
"sortoftru",75,1,1,15.381407759783
"rangi",69.3333333333333,3,10.8149545762236,13.7964452590618
"wheelerd",65,1,1,15.381407759783
"heisser",61,5,24.8641991275634,13.0594796648956
"tether",47.4,5,20.718012070186,13.0594796648956
"wellmodul",75,1,1,15.381407759783
"stillnessa",50,1,1,15.381407759783
"eulogyworthi",40,1,1,15.381407759783
"fealti",37.5,2,18.6776695296637,14.381407759783
"hindranc",44,2,27.8700576850888,14.381407759783
"actionsavvi",70,1,1,15.381407759783
"exam",63,3,1,13.7964452590618
"deadbeat",25,1,1,15.381407759783
"gunsight",25,1,1,15.381407759783
"knuckleheadprotagonist",0,1,1,15.381407759783
"oftenwitti",70,1,1,15.381407759783
"babyofbroadcast",70,1,1,15.381407759783
"1987s",50,1,1,15.381407759783
"flounc",65,2,22.2132034355964,14.381407759783
"peoplebut",70,1,1,15.381407759783
"novelmost",50,1,1,15.381407759783
"blandest",44,2,9.48528137423857,14.381407759783
"rooker",75,1,1,15.381407759783
"seatsquirm",75,1,1,15.381407759783
"squirminduc",55,2,22.2132034355964,14.381407759783
"u",44,2,27.8700576850888,14.381407759783
"doeey",31.5,2,45.5477272147525,14.381407759783
"undeniableconvict",75,1,1,15.381407759783
"towelsnap",70,1,1,15.381407759783
"superstok",63,1,1,15.381407759783
"leatherneck",60,1,1,15.381407759783
"onesecond",50,1,1,15.381407759783
"baldpat",50,1,1,15.381407759783
"englishimpair",50,1,1,15.381407759783
"nonspazzi",38,1,1,15.381407759783
"tryingtoohard",34,2,6.65685424949238,14.381407759783
"faithless",50,1,1,15.381407759783
"iain",63,1,1,15.381407759783
"softley",63,1,1,15.381407759783
"cigarettesuck",63,1,1,15.381407759783
"sleightofstori",88,1,1,15.381407759783
"arteta",65.75,4,21.629671188202,13.381407759783
"acidting",75,1,1,15.381407759783
"loch",68.3333333333333,3,24.7135685491099,13.7964452590618
"etel",75,1,1,15.381407759783
"cruso",75,1,1,15.381407759783
"kingsmith",75,1,1,15.381407759783
"beerfest",48.4,10,21.4515688069807,12.0594796648956
"celebown",40,1,1,15.381407759783
"gagsexplod",40,1,1,15.381407759783
"entre",45,2,8.07106781186548,14.381407759783
"onthejob",40,1,1,15.381407759783
"drunkennessfeel",40,1,1,15.381407759783
"slammin",25,1,1,15.381407759783
"thirteenyearold",20,1,1,15.381407759783
"olympian",83.5,2,24.3345237791561,14.381407759783
"manmad",79,2,13.7279220613579,14.381407759783
"eastwoodian",67,1,1,15.381407759783
"tinkl",67,1,1,15.381407759783
"rachmaninoff",67,1,1,15.381407759783
"noël",67,1,1,15.381407759783
"ghoststori",60,1,1,15.381407759783
"vaselinelens",30,1,1,15.381407759783
"stoni",30,1,1,15.381407759783
"shaffer",63,2,1,14.381407759783
"coldey",69,2,9.48528137423857,14.381407759783
"sleuthi",50,1,1,15.381407759783
"littleseen",37.5,2,18.6776695296637,14.381407759783
"salesmen",62.5,2,18.6776695296637,14.381407759783
"bort",71,3,7.92820323027551,13.7964452590618
"lesspassion",75,1,1,15.381407759783
"derrick",69,2,9.48528137423857,14.381407759783
"krokida",72.5,4,18.0782512765993,13.381407759783
"jazzinflect",80,1,1,15.381407759783
"snoozi",52.6666666666667,3,29.9194283023253,13.7964452590618
"nascent",62.5,2,18.6776695296637,14.381407759783
"rulebreak",70,1,1,15.381407759783
"salless",60,1,1,15.381407759783
"hiplit",50,1,1,15.381407759783
"morel",55,4,24.4520787991171,13.381407759783
"stairwel",75,1,1,15.381407759783
"schlocket",75,1,1,15.381407759783
"bookpopcorn",75,1,1,15.381407759783
"hasi",50,1,1,15.381407759783
"actionthrillercomedi",50,1,1,15.381407759783
"sockittoem",20,1,1,15.381407759783
"fauxhip",20,1,1,15.381407759783
"selfless",44,5,28.2855272992845,13.0594796648956
"bodyswitch",55.75,4,17.1941347407016,13.381407759783
"1966",63,1,1,15.381407759783
"richguybuyshandsomeyoungbodi",63,1,1,15.381407759783
"conventionallook",50,1,1,15.381407759783
"singh",60,5,16.4110350074224,13.0594796648956
"exmachina",42,1,1,15.381407759783
"goofballeri",42,1,1,15.381407759783
"salienc",38,1,1,15.381407759783
"snitch",64.3333333333333,6,14.0792456459334,12.7964452590618
"heroandmayhem",75,1,1,15.381407759783
